,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability,is_ph_neutral,is_hard,carbon_ratio,sulfate_to_solids,ph_x_chloramines,hardness_minus_ph
0,7.035455515887571,204.8904554713363,9.942338917717066,7.300211873184757,368.51644134980336,564.3086541722439,10.3797830780847,86.9909704615088,2.9631353806316407,0,True,False,0.0004992123816345846,0.017723681600452408,51.36031589034564,197.85499995544873
1,3.889106956840228,129.42292051494425,9.832585244483319,6.635245883862,333.38942610169323,592.8853591348523,15.18001311635726,56.32907628451764,4.500656274942408,0,False,False,0.0008147692542247818,0.017894283225526542,25.80518092727319,125.53381355810403
2,8.099124189298397,224.23625939355776,9.899004605743452,9.275883602694089,333.38942610169323,418.6062130644815,16.868636929550973,66.42009251176368,3.0559337496641685,0,True,False,0.0008472213943929092,0.016744367410203485,75.12653326369606,216.13713520425935
3,8.316765884214679,214.3733940856225,9.999679954012779,8.05933237743854,356.88613564305666,363.2665161642437,18.436524495493305,100.34167436508008,4.628770536837084,0,True,False,0.0008372848439374592,0.016207791900169858,67.02758056622763,206.05662820140782
4,9.092223456290965,181.10150923612525,9.797014548232566,6.546599974207941,310.13573752420444,398.4108133818447,11.558279443446397,31.997992727424737,4.075075425430034,0,False,False,0.0006428413918437186,0.017248941777712468,59.52314984444726,172.0092857798343
5,5.584086638456089,188.3133237696164,10.266382184915942,7.54486878877965,326.6783629116736,280.4679159334877,8.399734640152758,54.91786184199447,2.5597082275565217,0,False,False,0.00029216785644404537,0.011362849081244053,42.131200992328814,182.72923713116032
6,10.223862164528772,248.07173527013992,10.266417969168073,7.5134084658313025,393.66339551509645,283.6516335078445,13.789695317519886,84.60355617402357,2.672988736934779,0,False,False,0.00047962962233106274,0.013692298587379373,76.81605254046282,237.84787310561114
7,8.635848718500734,203.3615225845705,9.523185075608263,4.563008685599703,303.3097711592812,474.6076449424485,12.36381669870525,62.79830896292516,4.401424715445482,0,False,False,0.0009042444029628321,0.02218296903119235,39.40545271004392,194.72567386606977
8,7.035455515887571,118.98857909025187,9.567076183858141,7.804173553073094,268.646940746221,389.3755658712614,12.70604896865791,53.92884576751224,3.5950171809576155,0,True,False,0.0008893692920789286,0.018804141247999086,54.905915870912,111.9531235743643
9,10.258615434291345,227.23146923797455,10.145865275134947,9.077200016914391,400.3224341668413,563.8854814810949,17.92780641128502,71.97660103221915,4.370561936655497,0,False,False,0.0007034509991285682,0.01570784566878085,93.11950419366762,216.9728538036832
10,7.360640105838258,165.52079725952862,10.387567099878469,7.550700906704114,326.62435345560164,425.3834194953873,15.586810438033126,78.74001566430479,3.662291782852457,0,True,False,0.00048027964594419734,0.010064344431342428,55.57799192107561,158.16015715369036
11,7.974521648923869,218.69330048866644,9.83994355972133,8.110384501123875,333.38942610169323,364.0982304620487,14.525745697593209,76.48591117965157,4.011718108339787,0,True,False,0.0007739363527102298,0.01776309470377505,64.67643678530895,210.71877883974258
12,7.119824384264552,156.70499334039215,9.837978622215445,3.60603609050572,282.3440504739606,347.71502726194376,15.9295359088257,79.5007783369744,3.445756223321899,0,True,False,0.0008504000842429401,0.01507296921158384,25.67434368772064,149.5851689561276
13,7.035455515887571,150.1749233951362,10.215826698968538,6.838223470687509,299.41578134685847,379.7618348257725,19.370807181232124,76.5099955279583,4.413974182974902,0,True,False,0.0007087132538422557,0.010954625208166261,48.11001703572028,143.13946787924863
14,7.49623220797336,205.34498215818516,10.253757197311202,5.072557773840631,333.38942610169323,444.6453523327066,13.228311099224529,70.30021264692436,4.777382337225378,0,True,False,0.0004659660016968277,0.011743610860324629,38.02507096106979,197.8487499502118
15,6.347271760539316,186.73288066057611,10.622941524260886,9.629596276480584,364.4876872467604,516.743281893657,11.53978119153942,75.07161728663777,4.376348290691898,0,False,False,0.00028100412072606197,0.008875605210378213,61.12166451109976,180.3856089000368
16,7.051785800016845,211.04940606054575,10.341148784255969,10.094796011661426,333.38942610169323,315.1412672443021,20.39702184072246,56.65160378979331,4.268428857506186,0,True,False,0.0006583591978055612,0.010760884448677574,71.18633916910073,203.9976202605289
17,9.181560007151536,273.81380665980095,10.087571151024973,6.904989726470096,398.3505168222779,477.9746418621779,13.387340780225545,71.4573622129516,4.503660796179122,0,False,False,0.0005568238540763794,0.01656871769320579,63.39857752235005,264.6322466526494
18,8.975464347533963,276.3928337208903,9.87618819957397,6.204320858892474,333.38942610169323,431.44398999034894,12.88875905430399,63.82123709666397,2.4360855903052734,0,False,False,0.0006622730272199613,0.0171308054978158,55.68666066965069,267.41736937335634
19,7.371050302429531,214.49661045715655,10.151570321621385,4.432669290372123,335.75443859606526,469.9145514792359,12.509163940498697,62.79727715266126,2.5602991476149146,0,True,False,0.0004880421266810009,0.013099381464216114,32.67342831336753,207.12556015472703
20,7.035455515887571,227.435048351156,10.012636416949116,10.33391788821868,333.38942610169323,554.8200864605433,16.33169328269446,45.38281517787093,4.13342264357917,0,True,False,0.0007321473080001418,0.014945796899989055,72.70381960739735,220.39959283526844
21,6.660212026118103,168.28374685651832,10.339978463700257,5.858769130547582,310.93085831787846,523.6712975009444,17.88423519296481,77.0423180517003,3.7497012410996176,0,True,False,0.0005779293928873376,0.010047736469506845,39.02064462152251,161.62353483040022
22,7.035455515887571,215.97785868806776,9.747314575750718,5.607060453087125,326.943977743867,436.2561939726492,14.189062206123708,59.85547582615388,5.459250956028731,0,True,False,0.0008293708346833002,0.019110339765730476,39.44822439258687,208.94240317218018
23,3.902475685915096,196.9032467083208,9.960269511310395,6.996311586298768,333.38942610169323,444.478882506898,16.609033155789916,90.1816758847452,4.528522696326911,0,False,False,0.0007846107696878831,0.01574931736037049,27.30293585661702,193.0007710224057
24,5.400301780729467,140.7390622511396,9.756586811223464,10.056852484033495,328.3582406986835,472.8740732754293,11.256381166909478,56.9319064457562,4.824786389767524,0,False,False,0.0006518789788401136,0.01901586588677709,54.310038378059645,135.3387604704101
